Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
cosignatory,cosigner.n.01,noun.person,n,one of two or more signers of the same document (as a treaty or declaration),[],N
cosmopolitan,cosmopolitan.n.01,noun.person,n,a sophisticated person who has travelled in many countries,[],N
costa_rican,costa_rican.n.01,noun.person,n,a native or inhabitant of Costa Rica,[],N
counter,counter.n.05,noun.person,n,a person who counts things,[],N
counterrevolutionary,counterrevolutionist.n.01,noun.person,n,a revolutionary whose aim is to reverse the changes introduced by an earlier revolution,[],N
countertenor,countertenor.n.01,noun.person,n,a male singer with a voice above that of a tenor,[],M
counterterrorist,counterterrorist.n.01,noun.person,n,someone who attempts to prevent terrorism,[],N
crackers,redneck.n.01,noun.person,n,a poor White person in the southern United States,[],N
crackers,cracker.n.03,noun.person,n,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things",['crackers are often mistakenly called hackers'],N
crank,grouch.n.01,noun.person,n,a bad-tempered person,[],N
crank,crackpot.n.01,noun.person,n,a whimsically eccentric person,[],N
craven,poltroon.n.01,noun.person,n,an abject coward,[],N
crazy,crazy.n.01,noun.person,n,someone deranged and possibly dangerous,[],N
creole,creole.n.01,noun.person,n,a person of European descent born in the West Indies or Latin America,[],N
creole,creole.n.02,noun.person,n,a person descended from French ancestors in southern United States (especially Louisiana),[],N
criminal,criminal.n.01,noun.person,n,someone who has committed a crime or has been legally convicted of a crime,[],N
croatian,croatian.n.01,noun.person,n,a member of the Slavic people living in Croatia,[],N
crookback,humpback.n.02,noun.person,n,a person whose back is hunched because of abnormal curvature of the upper spine,[],N
cuban,cuban.n.01,noun.person,n,a native or inhabitant of Cuba,[],N
cubist,cubist.n.01,noun.person,n,an artist who adheres to the principles of cubism,[],N
cutthroat,cutthroat.n.01,noun.person,n,someone who murders by cutting the victim's throat,[],N
cyprian,prostitute.n.01,noun.person,n,a woman who engages in sexual intercourse for money,[],F
cyprian,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],N
cypriot,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],N
cypriote,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],N
czech,czech.n.01,noun.person,n,a native of inhabitant of the Czech Republic,[],N
czech,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,[],N
czechoslovakian,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,[],N
daedal,daedalus.n.01,noun.person,n,(Greek mythology) an Athenian inventor who built the labyrinth of Minos; to escape the labyrinth he fashioned wings for himself and his son Icarus,[],N
dalmatian,dalmatian.n.01,noun.person,n,a native or inhabitant of Dalmatia,[],N
damascene,damascene.n.01,noun.person,n,a native or inhabitant of Damascus,[],N
dandy,dandy.n.01,noun.person,n,a man who is much concerned with his dress and appearance,[],M
daredevil,daredevil.n.01,noun.person,n,a reckless impetuous irresponsible person,[],N
darling,darling.n.01,noun.person,n,a special loved one,[],N
darwinian,darwinian.n.01,noun.person,n,an advocate of Darwinism,[],N
dastard,dastard.n.01,noun.person,n,a despicable coward,[],N
deaf-mute,mute.n.01,noun.person,n,a deaf person who is unable to speak,[],N
dear,beloved.n.01,noun.person,n,a beloved person; used as terms of endearment,[],N
dear,lamb.n.04,noun.person,n,a sweet innocent mild-mannered person (especially a child),[],N
decadent,decadent.n.01,noun.person,n,a person who has fallen into a decadent state (morally or artistically),[],N
deceased,dead_person.n.01,noun.person,n,someone who is no longer alive,['I wonder what the dead person would have done'],N
degenerate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],N
deist,deist.n.01,noun.person,n,a person who believes that God created the universe and then abandoned it,[],N
delinquent,delinquent.n.01,noun.person,n,a young offender,[],N
demoniac,demoniac.n.01,noun.person,n,someone who acts as if possessed by a demon,[],N
departed,dead_person.n.01,noun.person,n,someone who is no longer alive,['I wonder what the dead person would have done'],N
dependant,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),[],N
dependent,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),[],N
derelict,derelict.n.01,noun.person,n,"a person without a home, job, or property",[],N
descendant,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,[],N
descendent,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,[],N
desperate,desperate.n.01,noun.person,n,a person who is frightened and in need of help,['they prey on the hopes of the desperate'],N
deviant,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],N
deviate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],N
diabetic,diabetic.n.01,noun.person,n,someone who has diabetes,[],N
dilettante,dabbler.n.01,noun.person,n,an amateur who engages in an activity without serious intentions and who pretends to have knowledge,[],N
diocesan,diocesan.n.01,noun.person,n,a bishop having jurisdiction over a diocese,[],N
dissident,dissenter.n.01,noun.person,n,a person who dissents from some established policy,[],N
divers,diver.n.01,noun.person,n,someone who works underwater,[],N
divers,diver.n.02,noun.person,n,someone who dives (into water),[],N
divine,godhead.n.01,noun.person,n,terms referring to the Judeo-Christian God,[],N
divine,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,[],N
djiboutian,djiboutian.n.01,noun.person,n,a native or inhabitant of Djibouti,[],N
do-nothing,idler.n.01,noun.person,n,person who does no work,['a lazy bum'],N
doctrinaire,dogmatist.n.01,noun.person,n,a stubborn person of arbitrary or arrogant opinions,[],N
dolichocephalic,dolichocephalic.n.01,noun.person,n,an adult with a long narrow head,[],N
domestic,domestic.n.01,noun.person,n,a servant who is paid to perform menial tasks around the household,[],N
dominican,dominican.n.01,noun.person,n,a Roman Catholic friar wearing the black mantle of the Dominican order,[],N
dominican,dominican.n.02,noun.person,n,a native or inhabitant of the Dominican Republic,[],N
donatist,donatist.n.01,noun.person,n,an adherent of Donatism,[],N
dorian,dorian.n.01,noun.person,n,a member of one of four linguistic divisions of the prehistoric Greeks,[],N
double,double.n.02,noun.person,n,a stand-in for movie stars to perform dangerous stunts,['his first job in Hollywood was as a double for Clark Gable'],N
double,double.n.03,noun.person,n,someone who closely resembles a famous person (especially an actor),"[""he could be Gingrich's double"", ""she's the very image of her mother""]",N
dowdy,dowding.n.01,noun.person,n,British marshal of the RAF who commanded the British air defense forces that defeated the Luftwaffe during the Battle of Britain (1882-1970),[],N
down,down.n.03,noun.person,n,English physician who first described Down's syndrome (1828-1896),[],N
down-and-out,down-and-out.n.01,noun.person,n,a person who is destitute,['he tried to help the down-and-out'],N
drunk,drunkard.n.01,noun.person,n,a chronic drinker,[],N
drunk,drunk.n.02,noun.person,n,someone who is intoxicated,[],N
dry,dry.n.01,noun.person,n,a reformer who opposes the use of intoxicating beverages,[],N
dud,flop.n.02,noun.person,n,someone who is unsuccessful,[],N
dummy,dummy.n.01,noun.person,n,a person who does not talk,[],N
dummy,dumbbell.n.02,noun.person,n,an ignorant or foolish person,[],N
dutch,dutch.n.01,noun.person,n,the people of the Netherlands,['the Dutch are famous for their tulips'],N
dyslectic,dyslectic.n.01,noun.person,n,a person who has dyslexia,[],N
dyspeptic,dyspeptic.n.01,noun.person,n,a person suffering from indigestion,[],N
east_german,east_german.n.01,noun.person,n,a native or inhabitant of the former republic of East Germany,[],N
east_indian,east_indian.n.01,noun.person,n,a native or inhabitant of the East Indies,[],N
ebionite,nazarene.n.01,noun.person,n,a member of a group of Jews who (during the early history of the Christian Church) accepted Jesus as the Messiah; they accepted the Gospel According to Matthew but rejected the Epistles of St. Paul and continued to follow Jewish law and celebrate Jewish holidays; they were later declared heretic by the Church of Rome,[],N
eccentric,eccentric.n.01,noun.person,n,a person with an unusual or odd personality,[],N
eccentric,character.n.05,noun.person,n,a person of a specified kind (usually with many eccentricities),"['a real character', 'a strange character', 'a friendly eccentric', 'the capable type', 'a mental case']",N
ecclesiastic,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,[],N
eclectic,eclectic.n.01,noun.person,n,someone who selects according to the eclectic method,[],N
ecuadorian,ecuadorian.n.01,noun.person,n,a native or inhabitant of Ecuador,[],N
edwardian,edwardian.n.01,noun.person,n,someone belonging to (or as if belonging to) the era of Edward VII,[],N
egalitarian,egalitarian.n.01,noun.person,n,a person who believes in the equality of all people,[],N
egocentric,egocentric.n.01,noun.person,n,a self-centered person with little regard for others,[],N
egyptian,egyptian.n.01,noun.person,n,a native or inhabitant of Egypt,[],N
elder,elder.n.01,noun.person,n,a person who is older than you are,[],N
elder,elder.n.03,noun.person,n,any of various church officers,[],N
eldest,firstborn.n.01,noun.person,n,the offspring who came first in the order of birth,[],N
elizabethan,elizabethan.n.01,noun.person,n,a person who lived during the reign of Elizabeth I,['William Shakespeare was an Elizabethan'],N
emeritus,emeritus.n.01,noun.person,n,a professor or minister who is retired from assigned duties,[],N
employable,employable.n.01,noun.person,n,a person who is qualified and ready to work,[],N
enate,enate.n.01,noun.person,n,one related on the mother's side,[],N
english,english.n.02,noun.person,n,the people of England,[],N
ephesian,ephesian.n.01,noun.person,n,a resident of the ancient Greek city of Ephesus,[],N
epicene,hermaphrodite.n.01,noun.person,n,one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made,[],F
epicurean,epicure.n.01,noun.person,n,a person devoted to refined sensuous enjoyment (especially good food and drink),[],N
epileptic,epileptic.n.01,noun.person,n,a person who has epilepsy,[],N
episcopalian,episcopalian.n.01,noun.person,n,a member of the Episcopal church,[],N
equal,peer.n.01,noun.person,n,a person who is of equal standing with another in a group,[],N
equestrian,horseman.n.01,noun.person,n,a man skilled in equitation,[],M
eristic,disputant.n.01,noun.person,n,a person who disputes; who is good at or enjoys controversy,[],N
eritrean,eritrean.n.01,noun.person,n,a native or inhabitant of Eritrea,[],N
erotic,erotic.n.01,noun.person,n,an erotic person,[],N
essene,essene.n.01,noun.person,n,a member of an ascetic Jewish sect around the time of Jesus,[],N
ethiopian,ethiopian.n.01,noun.person,n,a native or inhabitant of Ethiopia,[],N
ethnic,ethnic.n.01,noun.person,n,a person who is a member of an ethnic group,[],N
eurafrican,eurafrican.n.01,noun.person,n,a person of mixed European and African descent,[],N
